origin_id,dest_id,truck_km,truck_duration,drone_km,drone_duration
cust_49,cust_26,92.05,110.46,75.72,75.72
cust_49,cust_33,27.22,32.66,19.75,19.75
cust_49,cust_44,115.14,138.17,79.95,79.95
cust_49,cust_3,61.29,73.55,42.96,42.96
cust_49,cust_45,89.93,107.92,67.89,67.89
cust_49,cust_40,107.77,129.32,88.7,88.7
cust_49,cust_19,54.52,65.42,40.2,40.2
cust_49,cust_35,42.41,50.89,31.92,31.92
cust_49,cust_12,55.62,66.74,45.55,45.55
cust_49,cust_31,43.58,52.3,33.56,33.56
cust_49,cust_27,70.75,84.9,60.59,60.59
cust_49,cust_17,45.95,55.14,29.49,29.49
cust_49,cust_14,46.17,55.4,35.62,35.62
cust_49,cust_24,95.73,114.88,74.48,74.48
cust_49,cust_30,59.36,71.23,40.32,40.32
cust_49,cust_29,76.39,91.67,51.61,51.61
cust_49,cust_10,70.7,84.84,56.61,56.61
cust_49,cust_9,64.62,77.54,52.82,52.82
cust_49,cust_50,23.15,27.78,13.22,13.22
cust_49,cust_46,69.18,83.02,51.53,51.53
cust_49,cust_16,36.88,44.26,27.69,27.69
cust_49,cust_15,36.58,43.9,30.49,30.49
cust_41,depot,57.61,69.13,46.61,46.61
cust_41,cust_42,20.41,24.49,17.44,17.44
cust_41,cust_25,31.58,37.9,21.98,21.98
cust_41,cust_21,51.67,62.0,47.23,47.23
cust_41,cust_13,62.75,75.3,50.88,50.88
cust_41,cust_20,72.14,86.57,58.09,58.09
cust_41,cust_7,47.92,57.5,33.89,33.89
cust_41,cust_1,86.5,103.8,62.7,62.7
cust_41,cust_18,93.76,112.51,67.32,67.32
cust_41,cust_5,54.25,65.1,41.1,41.1
cust_41,cust_38,62.58,75.1,56.09,56.09
cust_41,cust_43,44.2,53.04,34.48,34.48
cust_41,cust_32,93.4,112.08,74.22,74.22
cust_41,cust_48,108.4,130.08,84.12,84.12
cust_41,cust_39,41.71,50.05,35.65,35.65
cust_41,cust_23,40.73,48.88,32.88,32.88
cust_41,cust_22,46.39,55.67,42.9,42.9
cust_41,cust_2,76.92,92.3,56.96,56.96
cust_41,cust_34,92.36,110.83,70.52,70.52
cust_41,cust_37,69.11,82.93,62.23,62.23
cust_41,cust_6,56.28,67.54,40.18,40.18
cust_41,cust_49,109.84,131.81,90.26,90.26
cust_41,cust_4,56.34,67.61,44.08,44.08
cust_41,cust_8,36.2,43.44,28.77,28.77
cust_41,cust_47,119.63,143.56,78.86,78.86
cust_41,cust_36,86.83,104.2,80.03,80.03
cust_41,cust_28,65.73,78.88,49.9,49.9
cust_41,cust_11,55.08,66.1,44.18,44.18
cust_41,cust_26,28.85,34.62,23.69,23.69
cust_41,cust_33,87.88,105.46,70.53,70.53
cust_41,cust_44,52.6,63.12,41.44,41.44
cust_41,cust_3,67.04,80.45,49.45,49.45
cust_41,cust_45,79.54,95.45,58.92,58.92
cust_41,cust_40,37.67,45.2,29.16,29.16
cust_41,cust_19,77.77,93.32,59.78,59.78
cust_41,cust_35,95.13,114.16,78.64,78.64
cust_41,cust_12,62.06,74.47,46.84,46.84
cust_41,cust_31,86.5,103.8,66.22,66.22
cust_41,cust_27,50.78,60.94,37.76,37.76
cust_41,cust_17,80.18,96.22,61.51,61.51
cust_41,cust_14,78.31,93.97,58.37,58.37
cust_41,cust_24,23.75,28.5,17.7,17.7
cust_41,cust_30,89.69,107.63,65.84,65.84
cust_41,cust_29,76.08,91.3,55.18,55.18
cust_41,cust_10,47.32,56.78,36.41,36.41
cust_41,cust_9,45.22,54.26,37.83,37.83
cust_41,cust_50,121.62,145.94,86.36,86.36
cust_41,cust_46,104.87,125.84,77.7,77.7
cust_41,cust_16,77.15,92.58,62.72,62.72
cust_41,cust_15,77.02,92.42,60.7,60.7
cust_4,depot,27.86,33.43,17.43,17.43
cust_4,cust_42,57.1,68.52,43.52,43.52
cust_4,cust_25,43.09,51.71,28.76,28.76
cust_4,cust_21,14.67,17.6,10.01,10.01
cust_4,cust_13,34.83,41.8,26.2,26.2
cust_4,cust_20,20.65,24.78,14.9,14.9
cust_4,cust_7,26.47,31.76,15.28,15.28
cust_4,cust_1,23.79,28.55,20.85,20.85
cust_4,cust_18,31.05,37.26,25.01,25.01
cust_4,cust_5,9.21,11.05,5.46,5.46
cust_4,cust_38,28.47,34.16,21.8,21.8
cust_4,cust_43,75.25,90.3,56.6,56.6
cust_4,cust_32,53.83,64.6,41.45,41.45
cust_4,cust_48,68.83,82.6,55.95,55.95
cust_4,cust_39,42.53,51.04,28.4,28.4
cust_4,cust_23,15.61,18.73,11.8,11.8
cust_4,cust_22,19.85,23.82,15.02,15.02
cust_4,cust_2,18.89,22.67,14.51,14.51
cust_4,cust_34,37.4,44.88,30.33,30.33
cust_4,cust_37,32.59,39.11,26.14,26.14
cust_4,cust_6,13.84,16.61,11.55,11.55
cust_4,cust_49,70.27,84.32,51.74,51.74
cust_4,cust_41,57.49,68.99,44.08,44.08
cust_4,cust_8,34.45,41.34,20.54,20.54
cust_4,cust_47,80.64,96.77,57.91,57.91
cust_4,cust_36,47.81,57.37,36.25,36.25
cust_4,cust_28,62.93,75.52,46.59,46.59
cust_4,cust_11,33.41,40.09,24.12,24.12
cust_4,cust_26,56.14,67.37,41.2,41.2
cust_4,cust_33,48.31,57.97,33.24,33.24
cust_4,cust_44,79.28,95.14,57.07,57.07
cust_4,cust_3,12.05,14.46,9.62,9.62
cust_4,cust_45,82.87,99.44,60.39,60.39
cust_4,cust_40,48.68,58.42,36.97,36.97
cust_4,cust_19,26.28,31.54,15.71,15.71
cust_4,cust_35,56.12,67.34,34.57,34.57
cust_4,cust_12,40.39,48.47,26.32,26.32
cust_4,cust_31,51.28,61.54,42.12,42.12
cust_4,cust_27,50.3,60.36,35.92,35.92
cust_4,cust_17,30.93,37.12,22.82,22.82
cust_4,cust_14,42.5,51.0,32.83,32.83
cust_4,cust_24,36.93,44.32,26.42,26.42
cust_4,cust_30,60.66,72.79,46.89,46.89
cust_4,cust_29,58.3,69.96,44.98,44.98
cust_4,cust_10,41.9,50.28,27.72,27.72
cust_4,cust_9,27.89,33.47,20.47,20.47
cust_4,cust_50,64.22,77.06,44.57,44.57
cust_4,cust_46,91.44,109.73,64.45,64.45
cust_4,cust_16,37.58,45.1,28.41,28.41
cust_4,cust_15,37.45,44.94,29.4,29.4
cust_8,depot,24.1,28.92,17.84,17.84
cust_8,cust_42,25.49,30.59,23.45,23.45
cust_8,cust_25,9.17,11.0,8.64,8.64
cust_8,cust_21,44.49,53.39,28.43,28.43
cust_8,cust_13,29.25,35.1,22.88,22.88
cust_8,cust_20,51.51,61.81,35.34,35.34
cust_8,cust_7,10.88,13.06,5.86,5.86
cust_8,cust_1,45.04,54.05,35.05,35.05
cust_8,cust_18,52.29,62.75,39.71,39.71
cust_8,cust_5,25.23,30.28,15.6,15.6
cust_8,cust_38,58.28,69.94,40.28,40.28
cust_8,cust_43,48.84,58.61,36.22,36.22
cust_8,cust_32,59.9,71.88,45.76,45.76
cust_8,cust_48,74.89,89.87,56.88,56.88
cust_8,cust_39,45.16,54.19,33.77,33.77
cust_8,cust_23,23.09,27.71,15.28,15.28
cust_8,cust_22,41.73,50.08,28.86,28.86
cust_8,cust_2,40.13,48.16,29.98,29.98
cust_8,cust_34,58.86,70.63,42.1,42.1
cust_8,cust_37,62.4,74.88,45.55,45.55
cust_8,cust_6,19.52,23.42,12.21,12.21
cust_8,cust_49,76.34,91.61,61.5,61.5
cust_8,cust_41,36.2,43.44,28.77,28.77
cust_8,cust_4,34.45,41.34,20.54,20.54
cust_8,cust_47,71.57,85.88,53.89,53.89
cust_8,cust_36,70.43,84.52,55.83,55.83
cust_8,cust_28,43.29,51.95,31.96,31.96
cust_8,cust_11,21.58,25.9,16.52,16.52
cust_8,cust_26,24.33,29.2,20.66,20.66
cust_8,cust_33,54.38,65.26,41.77,41.77
cust_8,cust_44,57.24,68.69,37.52,37.52
cust_8,cust_3,30.27,36.32,22.21,22.21
cust_8,cust_45,65.8,78.96,45.04,45.04
cust_8,cust_40,51.46,61.75,36.63,36.63
cust_8,cust_19,48.0,57.6,34.62,34.62
cust_8,cust_35,78.26,93.91,52.83,52.83
cust_8,cust_12,28.56,34.27,19.47,19.47
cust_8,cust_31,52.99,63.59,39.51,39.51
cust_8,cust_27,26.16,31.39,18.9,18.9
cust_8,cust_17,46.67,56.0,33.03,33.03
cust_8,cust_14,44.81,53.77,30.76,30.76
cust_8,cust_24,22.09,26.51,14.78,14.78
cust_8,cust_30,60.07,72.08,40.99,40.99
cust_8,cust_29,46.46,55.75,33.63,33.63
cust_8,cust_10,17.55,21.06,12.11,12.11
cust_8,cust_9,11.72,14.06,9.59,9.59
cust_8,cust_50,88.11,105.73,58.12,58.12
cust_8,cust_46,79.6,95.52,56.16,56.16
cust_8,cust_16,43.65,52.38,33.97,33.97
cust_8,cust_15,43.52,52.22,32.14,32.14
cust_47,depot,58.34,70.01,41.13,41.13
cust_47,cust_42,100.46,120.55,64.43,64.43
cust_47,cust_25,68.92,82.7,57.52,57.52
cust_47,cust_21,87.11,104.53,67.26,67.26
cust_47,cust_13,47.14,56.57,32.64,32.64
cust_47,cust_20,85.3,102.36,62.89,62.89
cust_47,cust_7,68.45,82.14,52.02,52.02
cust_47,cust_1,65.69,78.83,46.35,46.35
cust_47,cust_18,66.19,79.43,47.06,47.06
cust_47,cust_5,76.02,91.22,54.3,54.3
cust_47,cust_38,99.79,119.75,77.16,77.16
cust_47,cust_43,81.45,97.74,59.73,59.73
cust_47,cust_32,33.56,40.27,23.64,23.64
cust_47,cust_48,16.79,20.15,13.57,13.57
cust_47,cust_39,110.92,133.1,84.39,84.39
cust_47,cust_23,84.0,100.8,63.96,63.96
cust_47,cust_22,98.52,118.22,72.89,72.89
cust_47,cust_2,68.3,81.96,49.4,49.4
cust_47,cust_34,52.52,63.02,40.62,40.62
cust_47,cust_37,103.91,124.69,79.03,79.03
cust_47,cust_6,67.6,81.12,49.23,49.23
cust_47,cust_49,48.04,57.65,38.15,38.15
cust_47,cust_41,121.16,145.39,78.86,78.86
cust_47,cust_4,79.57,95.48,57.91,57.91
cust_47,cust_8,69.94,83.93,53.89,53.89
cust_47,cust_36,83.29,99.95,68.12,68.12
cust_47,cust_28,38.87,46.64,32.16,32.16
cust_47,cust_11,48.36,58.03,37.75,37.75
cust_47,cust_26,75.78,90.94,57.37,57.37
cust_47,cust_33,47.18,56.62,33.88,33.88
cust_47,cust_44,68.94,82.73,52.39,52.39
cust_47,cust_3,70.59,84.71,48.88,48.88
cust_47,cust_45,43.72,52.46,34.52,34.52
cust_47,cust_40,117.07,140.48,89.81,89.81
cust_47,cust_19,76.52,91.82,56.39,56.39
cust_47,cust_35,75.67,90.8,60.58,60.58
cust_47,cust_12,45.98,55.18,34.75,34.75
cust_47,cust_31,27.92,33.5,15.78,15.78
cust_47,cust_27,53.76,64.51,41.38,41.38
cust_47,cust_17,61.15,73.38,39.98,39.98
cust_47,cust_14,39.27,47.12,25.17,25.17
cust_47,cust_24,85.45,102.54,68.6,68.6
cust_47,cust_30,19.77,23.72,13.06,13.06
cust_47,cust_29,30.19,36.23,24.72,24.72
cust_47,cust_10,52.23,62.68,43.0,43.0
cust_47,cust_9,58.22,69.86,44.67,44.67
cust_47,cust_50,77.27,92.72,47.64,47.64
cust_47,cust_46,19.8,23.76,13.42,13.42
cust_47,cust_16,46.18,55.42,32.06,32.06
cust_47,cust_15,45.88,55.06,29.29,29.29
cust_36,depot,61.68,74.02,43.56,43.56
cust_36,cust_42,96.48,115.78,79.26,79.26
cust_36,cust_25,80.17,96.2,64.42,64.42
cust_36,cust_21,40.18,48.22,33.76,33.76
cust_36,cust_13,62.21,74.65,48.62,48.62
cust_36,cust_20,28.58,34.3,21.99,21.99
cust_36,cust_7,68.94,82.73,50.04,50.04
cust_36,cust_1,29.01,34.81,25.15,25.15
cust_36,cust_18,29.96,35.95,22.23,22.23
cust_36,cust_5,56.58,67.9,40.37,40.37
cust_36,cust_38,37.14,44.57,30.74,30.74
cust_36,cust_43,112.06,134.47,90.31,90.31
cust_36,cust_32,53.74,64.49,44.59,44.59
cust_36,cust_48,72.55,87.06,58.89,58.89
cust_36,cust_39,73.02,87.62,55.04,55.04
cust_36,cust_23,57.53,69.04,47.16,47.16
cust_36,cust_22,48.54,58.25,40.27,40.27
cust_36,cust_2,30.3,36.36,27.16,27.16
cust_36,cust_34,33.82,40.58,27.59,27.59
cust_36,cust_37,31.87,38.24,26.65,26.65
cust_36,cust_6,55.58,66.7,44.18,44.18
cust_36,cust_49,50.03,60.04,39.37,39.37
cust_36,cust_41,87.98,105.58,80.03,80.03
cust_36,cust_4,47.81,57.37,36.25,36.25
cust_36,cust_8,70.43,84.52,55.83,55.83
cust_36,cust_47,84.36,101.23,68.12,68.12
cust_36,cust_28,88.86,106.63,73.07,73.07
cust_36,cust_11,65.4,78.48,51.51,51.51
cust_36,cust_26,95.24,114.29,76.03,76.03
cust_36,cust_33,45.17,54.2,34.28,34.28
cust_36,cust_44,111.27,133.52,88.95,88.95
cust_36,cust_3,40.16,48.19,34.37,34.37
cust_36,cust_45,108.8,130.56,85.88,85.88
cust_36,cust_40,79.17,95.0,66.07,66.07
cust_36,cust_19,26.68,32.02,21.23,21.23
cust_36,cust_35,11.73,14.08,7.77,7.77
cust_36,cust_12,72.38,86.86,51.87,51.87
cust_36,cust_31,67.27,80.72,55.42,55.42
cust_36,cust_27,82.29,98.75,66.63,66.63
cust_36,cust_17,39.38,47.26,31.37,31.37
cust_36,cust_14,60.2,72.24,49.9,49.9
cust_36,cust_24,72.83,87.4,62.33,62.33
cust_36,cust_30,76.66,91.99,62.82,62.82
cust_36,cust_29,84.23,101.08,68.08,68.08
cust_36,cust_10,73.89,88.67,59.1,59.1
cust_36,cust_9,67.81,81.37,52.04,52.04
cust_36,cust_50,34.36,41.23,26.28,26.28
cust_36,cust_46,97.11,116.53,79.56,79.56
cust_36,cust_16,44.7,53.64,38.46,38.46
cust_36,cust_15,49.88,59.86,42.63,42.63
cust_28,depot,39.5,47.4,30.87,30.87
cust_28,cust_42,44.11,52.93,33.7,33.7
cust_28,cust_25,39.12,46.94,31.3,31.3
cust_28,cust_21,77.6,93.12,56.45,56.45
cust_28,cust_13,31.31,37.57,24.45,24.45
cust_28,cust_20,81.62,97.94,58.3,58.3
cust_28,cust_7,49.61,59.53,33.61,33.61
cust_28,cust_1,68.39,82.07,47.94,47.94
cust_28,cust_18,66.79,80.15,51.38,51.38
cust_28,cust_5,59.38,71.26,41.28,41.28
cust_28,cust_38,96.11,115.33,68.38,68.38
cust_28,cust_43,42.68,51.22,27.74,27.74
cust_28,cust_32,58.39,70.07,39.98,39.98
cust_28,cust_48,55.65,66.78,41.97,41.97
cust_28,cust_39,88.2,105.84,65.73,65.73
cust_28,cust_23,64.62,77.54,46.5,46.5
cust_28,cust_22,81.88,98.26,59.19,59.19
cust_28,cust_2,64.62,77.54,46.76,46.76
cust_28,cust_34,59.37,71.24,48.75,48.75
cust_28,cust_37,100.23,120.28,72.5,72.5
cust_28,cust_6,48.75,58.5,35.07,35.07
cust_28,cust_49,74.83,89.8,59.26,59.26
cust_28,cust_41,65.73,78.88,49.9,49.9
cust_28,cust_4,62.93,75.52,46.59,46.59
cust_28,cust_8,43.29,51.95,31.96,31.96
cust_28,cust_47,40.5,48.6,32.16,32.16
cust_28,cust_36,88.86,106.63,73.07,73.07
cust_28,cust_11,29.51,35.41,22.91,22.91
cust_28,cust_26,36.97,44.36,26.66,26.66
cust_28,cust_33,54.9,65.88,44.0,44.0
cust_28,cust_44,27.62,33.14,21.15,21.15
cust_28,cust_3,59.31,71.17,41.39,41.39
cust_28,cust_45,21.33,25.6,13.8,13.8
cust_28,cust_40,85.97,103.16,67.72,67.72
cust_28,cust_19,72.84,87.41,54.09,54.09
cust_28,cust_35,81.24,97.49,67.23,67.23
cust_28,cust_12,27.13,32.56,21.62,21.62
cust_28,cust_31,33.92,40.7,26.02,26.02
cust_28,cust_27,19.04,22.85,13.46,13.46
cust_28,cust_17,59.13,70.96,42.05,42.05
cust_28,cust_14,30.74,36.89,25.0,25.0
cust_28,cust_24,56.59,67.91,44.42,44.42
cust_28,cust_30,29.31,35.17,21.01,21.01
cust_28,cust_29,8.69,10.43,8.03,8.03
cust_28,cust_10,29.54,35.45,20.14,20.14
cust_28,cust_9,39.38,47.26,26.46,26.46
cust_28,cust_50,88.63,106.36,62.87,62.87
cust_28,cust_46,38.44,46.13,27.99,27.99
cust_28,cust_16,44.16,52.99,36.46,36.46
cust_28,cust_15,39.27,47.12,32.15,32.15
cust_11,depot,9.98,11.98,8.11,8.11
cust_11,cust_42,41.18,49.42,34.15,34.15
cust_11,cust_25,28.06,33.67,22.25,22.25
cust_11,cust_21,48.09,57.71,34.12,34.12
cust_11,cust_13,15.12,18.14,6.72,6.72
cust_11,cust_20,52.11,62.53,35.41,35.41
cust_11,cust_7,20.1,24.12,14.32,14.32
cust_11,cust_1,38.88,46.66,26.96,26.96
cust_11,cust_18,46.13,55.36,31.1,31.1
cust_11,cust_5,29.86,35.83,19.1,19.1
cust_11,cust_38,66.59,79.91,45.84,45.84
cust_11,cust_43,46.66,55.99,40.0,40.0
cust_11,cust_32,45.78,54.94,30.17,30.17
cust_11,cust_48,60.77,72.92,40.4,40.4
cust_11,cust_39,58.69,70.43,47.28,47.28
cust_11,cust_23,35.11,42.13,26.84,26.84
cust_11,cust_22,52.37,62.84,37.88,37.88
cust_11,cust_2,35.11,42.13,24.5,24.5
cust_11,cust_34,44.73,53.68,30.78,30.78
cust_11,cust_37,70.72,84.86,49.7,49.7
cust_11,cust_6,19.24,23.09,13.0,13.0
cust_11,cust_49,62.21,74.65,47.48,47.48
cust_11,cust_41,55.08,66.1,44.18,44.18
cust_11,cust_4,33.41,40.09,24.12,24.12
cust_11,cust_8,21.58,25.9,16.52,16.52
cust_11,cust_47,49.99,59.99,37.75,37.75
cust_11,cust_36,65.4,78.48,51.51,51.51
cust_11,cust_28,29.51,35.41,22.91,22.91
cust_11,cust_26,35.73,42.88,28.46,28.46
cust_11,cust_33,40.26,48.31,28.41,28.41
cust_11,cust_44,45.87,55.04,37.58,37.58
cust_11,cust_3,29.8,35.76,18.53,18.53
cust_11,cust_45,49.46,59.35,36.64,36.64
cust_11,cust_40,64.84,77.81,52.09,52.09
cust_11,cust_19,43.33,52.0,31.54,31.54
cust_11,cust_35,66.6,79.92,46.49,46.49
cust_11,cust_12,6.98,8.38,3.0,3.0
cust_11,cust_31,31.41,37.69,23.01,23.01
cust_11,cust_27,16.89,20.27,15.34,15.34
cust_11,cust_17,32.55,39.06,22.29,22.29
cust_11,cust_14,23.23,27.88,14.31,14.31
cust_11,cust_24,40.98,49.18,31.28,31.28
cust_11,cust_30,38.49,46.19,25.16,25.16
cust_11,cust_29,24.88,29.86,20.89,20.89
cust_11,cust_10,14.22,17.06,9.23,9.23
cust_11,cust_9,9.86,11.83,7.0,7.0
cust_11,cust_50,73.99,88.79,46.66,46.66
cust_11,cust_46,58.02,69.62,41.63,41.63
cust_11,cust_16,29.52,35.42,20.0,20.0
cust_11,cust_15,25.16,30.19,17.04,17.04
cust_26,depot,39.81,47.77,34.37,34.37
cust_26,cust_42,9.84,11.81,7.1,7.1
cust_26,cust_25,15.93,19.12,13.03,13.03
cust_26,cust_21,64.72,77.66,48.72,48.72
cust_26,cust_13,44.95,53.94,34.73,34.73
cust_26,cust_20,71.74,86.09,55.97,55.97
cust_26,cust_7,33.94,40.73,26.17,26.17
cust_26,cust_1,68.71,82.45,53.61,53.61
cust_26,cust_18,75.96,91.15,58.14,58.14
cust_26,cust_5,49.56,59.47,36.18,36.18
cust_26,cust_38,78.51,94.21,60.25,60.25
cust_26,cust_43,23.64,28.37,16.08,16.08
cust_26,cust_32,75.61,90.73,57.58,57.58
cust_26,cust_48,90.6,108.72,64.65,64.65
cust_26,cust_39,63.74,76.49,48.31,48.31
cust_26,cust_23,43.32,51.98,34.37,34.37
cust_26,cust_22,68.42,82.1,47.94,47.94
cust_26,cust_2,64.94,77.93,49.39,49.39
cust_26,cust_34,74.56,89.47,58.95,58.95
cust_26,cust_37,82.63,99.16,65.8,65.8
cust_26,cust_6,42.3,50.76,31.86,31.86
cust_26,cust_49,92.05,110.46,75.72,75.72
cust_26,cust_41,28.85,34.62,23.69,23.69
cust_26,cust_4,56.14,67.37,41.2,41.2
cust_26,cust_8,24.33,29.2,20.66,20.66
cust_26,cust_47,96.81,116.17,57.37,57.37
cust_26,cust_36,95.24,114.29,76.03,76.03
cust_26,cust_28,36.97,44.36,26.66,26.66
cust_26,cust_11,35.73,42.88,28.46,28.46
cust_26,cust_33,70.09,84.11,56.86,56.86
cust_26,cust_44,29.79,35.75,19.87,19.87
cust_26,cust_3,53.06,63.67,41.78,41.78
cust_26,cust_45,56.72,68.06,35.27,35.27
cust_26,cust_40,59.7,71.64,46.65,46.65
cust_26,cust_19,73.16,87.79,54.82,54.82
cust_26,cust_35,96.43,115.72,72.42,72.42
cust_26,cust_12,42.7,51.24,30.18,30.18
cust_26,cust_31,63.46,76.15,46.78,46.78
cust_26,cust_27,22.02,26.42,16.32,16.32
cust_26,cust_17,62.38,74.86,50.11,50.11
cust_26,cust_14,55.28,66.34,40.73,40.73
cust_26,cust_24,30.88,37.06,24.3,24.3
cust_26,cust_30,65.91,79.09,44.74,44.74
cust_26,cust_29,45.66,54.79,32.84,32.84
cust_26,cust_10,24.65,29.58,19.23,19.23
cust_26,cust_9,31.24,37.49,24.75,24.75
cust_26,cust_50,103.82,124.58,74.98,74.98
cust_26,cust_46,82.05,98.46,54.65,54.65
cust_26,cust_16,59.36,71.23,48.45,48.45
cust_26,cust_15,57.21,68.65,45.25,45.25
cust_33,depot,36.53,43.84,23.95,23.95
cust_33,cust_42,77.17,92.6,62.44,62.44
cust_33,cust_25,60.86,73.03,49.43,49.43
cust_33,cust_21,55.86,67.03,40.03,40.03
cust_33,cust_13,31.03,37.24,22.34,22.34
cust_33,cust_20,43.74,52.49,31.96,31.96
cust_33,cust_7,52.89,63.47,36.79,36.79
cust_33,cust_1,22.57,27.08,14.51,14.51
cust_33,cust_18,23.45,28.14,13.65,13.65
cust_33,cust_5,44.76,53.71,32.47,32.47
cust_33,cust_38,62.39,74.87,47.22,47.22
cust_33,cust_43,80.59,96.71,67.4,67.4
cust_33,cust_32,17.63,21.16,10.76,10.76
cust_33,cust_48,36.44,43.73,26.1,26.1
cust_33,cust_39,79.66,95.59,61.58,61.58
cust_33,cust_23,52.74,63.29,43.58,43.58
cust_33,cust_22,67.27,80.72,47.13,47.13
cust_33,cust_2,30.82,36.98,19.86,19.86
cust_33,cust_34,16.03,19.24,6.74,6.74
cust_33,cust_37,60.65,72.78,47.66,47.66
cust_33,cust_6,40.66,48.79,30.85,30.85
cust_33,cust_49,27.22,32.66,19.75,19.75
cust_33,cust_41,87.88,105.46,70.53,70.53
cust_33,cust_4,48.31,57.97,33.24,33.24
cust_33,cust_8,54.38,65.26,41.77,41.77
cust_33,cust_47,48.25,57.9,33.88,33.88
cust_33,cust_36,45.17,54.2,34.28,34.28
cust_33,cust_28,54.9,65.88,44.0,44.0
cust_33,cust_11,40.26,48.31,28.41,28.41
cust_33,cust_26,70.09,84.11,56.86,56.86
cust_33,cust_44,76.84,92.21,63.44,63.44
cust_33,cust_3,39.33,47.2,23.93,23.93
cust_33,cust_45,81.74,98.09,55.01,55.01
cust_33,cust_40,85.81,102.97,70.04,70.04
cust_33,cust_19,36.11,43.33,25.01,25.01
cust_33,cust_35,37.54,45.05,26.86,26.86
cust_33,cust_12,35.69,42.83,26.87,26.87
cust_33,cust_31,33.31,39.97,21.74,21.74
cust_33,cust_27,50.82,60.98,42.58,42.58
cust_33,cust_17,19.74,23.69,10.41,10.41
cust_33,cust_14,26.24,31.49,19.01,19.01
cust_33,cust_24,73.78,88.54,54.79,54.79
cust_33,cust_30,42.69,51.23,29.34,29.34
cust_33,cust_29,50.27,60.32,37.32,37.32
cust_33,cust_10,48.74,58.49,37.63,37.63
cust_33,cust_9,42.66,51.19,33.27,33.27
cust_33,cust_50,39.96,47.95,18.97,18.97
cust_33,cust_46,61.0,73.2,45.39,45.39
cust_33,cust_16,10.73,12.88,8.43,8.43
cust_33,cust_15,15.92,19.1,12.18,12.18
cust_44,depot,55.85,67.02,45.39,45.39
cust_44,cust_42,31.89,38.27,24.22,24.22
cust_44,cust_25,48.84,58.61,31.82,31.82
cust_44,cust_21,97.45,116.94,65.81,65.81
cust_44,cust_13,53.26,63.91,41.82,41.82
cust_44,cust_20,97.97,117.56,71.03,71.03
cust_44,cust_7,56.19,67.43,41.91,41.91
cust_44,cust_1,84.74,101.69,64.53,64.53
cust_44,cust_18,88.74,106.49,68.58,68.58
cust_44,cust_5,75.73,90.88,51.66,51.66
cust_44,cust_38,108.36,130.03,77.76,77.76
cust_44,cust_43,15.49,18.59,8.6,8.6
cust_44,cust_32,93.45,112.14,60.69,60.69
cust_44,cust_48,84.13,100.96,63.01,63.01
cust_44,cust_39,87.49,104.99,68.02,68.02
cust_44,cust_23,76.24,91.49,52.53,52.53
cust_44,cust_22,92.17,110.6,66.23,66.23
cust_44,cust_2,80.97,97.16,61.8,61.8
cust_44,cust_34,81.32,97.58,67.33,67.33
cust_44,cust_37,114.89,137.87,82.88,82.88
cust_44,cust_6,65.1,78.12,46.14,46.14
cust_44,cust_49,116.16,139.39,79.95,79.95
cust_44,cust_41,52.6,63.12,41.44,41.44
cust_44,cust_4,79.28,95.14,57.07,57.07
cust_44,cust_8,57.24,68.69,37.52,37.52
cust_44,cust_47,68.98,82.78,52.39,52.39
cust_44,cust_36,111.27,133.52,88.95,88.95
cust_44,cust_28,27.62,33.14,21.15,21.15
cust_44,cust_11,45.87,55.04,37.58,37.58
cust_44,cust_26,29.79,35.75,19.87,19.87
cust_44,cust_33,76.84,92.21,63.44,63.44
cust_44,cust_3,75.66,90.79,54.98,54.98
cust_44,cust_45,28.89,34.67,21.01,21.01
cust_44,cust_40,83.45,100.14,66.47,66.47
cust_44,cust_19,89.19,107.03,68.39,68.39
cust_44,cust_35,103.18,123.82,84.07,84.07
cust_44,cust_12,49.08,58.9,37.76,37.76
cust_44,cust_31,62.0,74.4,47.07,47.07
cust_44,cust_27,28.98,34.78,22.32,22.32
cust_44,cust_17,78.42,94.1,59.51,59.51
cust_44,cust_14,53.82,64.58,44.73,44.73
cust_44,cust_24,62.32,74.78,44.08,44.08
cust_44,cust_30,68.97,82.76,42.08,42.08
cust_44,cust_29,36.3,43.56,29.18,29.18
cust_44,cust_10,39.51,47.41,30.05,30.05
cust_44,cust_9,55.73,66.88,37.39,37.39
cust_44,cust_50,110.58,132.7,82.41,82.41
cust_44,cust_46,54.22,65.06,45.26,45.26
cust_44,cust_16,66.11,79.33,55.34,55.34
cust_44,cust_15,61.21,73.45,51.27,51.27
cust_3,depot,24.25,29.1,10.53,10.53
cust_3,cust_42,56.33,67.6,45.52,45.52
cust_3,cust_25,40.01,48.01,30.84,30.84
cust_3,cust_21,22.54,27.05,18.38,18.38
cust_3,cust_13,31.22,37.46,18.49,18.49
cust_3,cust_20,21.92,26.3,16.91,16.91
cust_3,cust_7,28.79,34.55,16.37,16.37
cust_3,cust_1,14.77,17.72,13.26,13.26
cust_3,cust_18,22.02,26.42,17.88,17.88
cust_3,cust_5,19.53,23.44,8.83,8.83
cust_3,cust_38,35.21,42.25,28.82,28.82
cust_3,cust_43,72.17,86.6,55.96,55.96
cust_3,cust_32,44.85,53.82,31.84,31.84
cust_3,cust_48,59.85,71.82,46.37,46.37
cust_3,cust_39,54.43,65.32,37.96,37.96
cust_3,cust_23,27.51,33.01,19.76,19.76
